name,name_corrected,alpha_2,alpha_3,country_code,iso_3166_2,region,sub_region,intermediate_region,region_code,sub_region_code,intermediate_region_code,airport.n,airport_souce,area.2020,area_souce,seaport.n,seaport_souce,GADM.clim_ncell,GADM.clim_ncellNA,GADM.clim_ncellAVL,wc2.1_10m_bio_1,wc2.1_10m_bio_12,clim_souce,wto.member,wto.year,wto_souce,Total_Population_1.July_1k_pop_2016,Total_Population_1.July_1k_pop_2017,Total_Population_1.July_1k_pop_2018,Total_Population_1.July_1k_pop_2019,Total_Population_1.July_1k_pop_2020,Area_km2_pop_2016,Area_km2_pop_2017,Area_km2_pop_2018,Area_km2_pop_2019,Area_km2_pop_2020,population_density_km2_pop_2016,population_density_km2_pop_2017,population_density_km2_pop_2018,population_density_km2_pop_2019,population_density_km2_pop_2020,mean.population_1k,mean.area_km2,mean.population.density_km2,population_souce,HS_06,HS_07,HS_08,HS_12,HS_TOTAL,HS_06_cpi2016,HS_07_cpi2016,HS_08_cpi2016,HS_12_cpi2016,HS_TOTAL_cpi2016,HS_TOTAL.n,years.used,trade_souce,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020,pop.mean,Pop.and.GDP.source,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp.mean,gdp.n,gdp.years.used,gdp_2016_cpi2016,gdp_2017_cpi2016,gdp_2018_cpi2016,gdp_2019_cpi2016,gdp_2020_cpi2016,gdp.mean_cpi2016,island,island.source,HS_06_n_importers_avg,HS_07_n_importers_avg,HS_08_n_importers_avg,HS_12_n_importers_avg,HS_TOTAL_n_importers_avg,HS_06_shannon_avg,HS_07_shannon_avg,HS_08_shannon_avg,HS_12_shannon_avg,HS_TOTAL_shannon_avg,HS_06_simpson_avg,HS_07_simpson_avg,HS_08_simpson_avg,HS_12_simpson_avg,HS_TOTAL_simpson_avg,HS_06_evenness_avg,HS_07_evenness_avg,HS_08_evenness_avg,HS_12_evenness_avg,HS_TOTAL_evenness_avg,HS_06_total_trade_cpi2016_avg,HS_07_total_trade_cpi2016_avg,HS_08_total_trade_cpi2016_avg,HS_12_total_trade_cpi2016_avg,HS_TOTAL_total_trade_cpi2016_avg,Observed_SR,Observed_PD,Observed_MPD,Observed_MNTD,Null_mean_PD,Null_mean_MPD,Null_mean_MNTD,Null_sd_PD,Null_sd_MPD,Null_sd_MNTD,SES_PD,SES_MPD,SES_MNTD,P_value_PD,P_value_MPD,P_value_MNTD,n_rand
Argentina,Argentina,AR,ARG,32,ISO 3166-2:AR,Americas,Latin America and the Caribbean,South America,19,419,5,142,Global Airport Database,2780400,the Food and Agriculture Organization (FAO) of the United Nations,37,Maritime Safety Information,2332800,2322792,10008,14.28417634,565.8071543,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,43668.24,44054.62,44413.6,44745.52,45036.03,2792086.957,2791801.014,2791552.483,2791361.198,2792066.336,15.64,15.78,15.91,16.03,16.13,44383.602,2791773.598,15.898,World Trade Organization,6822840.36,32591039.32,342746178.6,1505655680,55946322313,6584176.745,31338511.66,329121924.4,1428847212,53871946683,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,43847.431,44044.811,44494.503,44938.713,45376.762,44540.444,Gravity database,545866154,643628665.3,524819742.9,452818426.2,389591035.5,511344804.8,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,545866154,630205730.7,501622562.7,425100994,361286673.5,492816423,no,NA,17.2,28.8,35.4,54.4,172.8,1.997947507,2.112620996,1.682789015,1.03486353,2.870710112,0.830291564,0.806579546,0.692237793,0.431941482,0.882915175,0.703823795,0.628925017,0.472025531,0.259284233,0.557267276,6571884.547,31055746.11,328897067.2,1428650204,52886514574,253,9769.439079,254.2774109,47.68019009,13041.1638,270.6528046,68.64313929,497.095826,9.594776655,4.118036706,-6.581678119,-1.706698789,-5.090520241,1,0.964,1,999
Armenia,Armenia,AM,ARM,51,ISO 3166-2:AM,Asia,Western Asia,NA,142,145,NA,NA,NA,29740,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332685,115,6.157988245,509.7565217,WorldClim_v2.1 10 mins,yes,2003,World Trade Organization,2865.84,2851.92,2836.56,2820.6,2805.61,28464.83909,28465.11628,28465.2283,28465.03179,28463.12265,100.68,100.19,99.65,99.09,98.57000001,2836.106,28464.66762,99.636,World Trade Organization,6072008.372,12772210.17,51497121.84,11693498.27,4287088301,5763336.46,12168896.31,49050826.28,11202596.68,4101675670,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,2924.816,2944.789,2951.741,2957.728,2963.234,2948.4616,Gravity database,10547331.07,11527458.57,12457941.91,13619291.36,12641209.8,12158646.54,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,10547331.07,11287052.36,11907297.37,12785642.02,11722807.31,11650026.03,no,NA,34.8,47.8,64.6,50.8,164.6,2.03055308,2.244542462,2.165187345,1.877063999,2.927772987,0.768718158,0.835947283,0.830630027,0.710096262,0.874970836,0.578399366,0.581200682,0.519853426,0.477431725,0.573780697,5744248.459,12139437.88,48990183.02,11179986.11,4053334627,20,1477.530447,181.6208505,93.16497155,2108.481687,273.465918,160.9410339,335.4455703,38.15174422,27.84318437,-1.880934779,-2.407362218,-2.43420657,0.991,1,0.996,999
Aruba,Aruba,AW,ABW,533,ISO 3166-2:AW,Americas,Latin America and the Caribbean,Caribbean,19,419,29,2,Global Airport Database,180,the Food and Agriculture Organization (FAO) of the United Nations,2,Maritime Safety Information,2332800,2332800,0,NA,NA,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,104.87,105.44,105.96,106.44,106.59,179.9910751,180.00239,179.9959231,179.9949269,180.0081062,582.64,585.7700001,588.6799999,591.3499999,592.14,105.86,179.9984843,588.116,World Trade Organization,2004205.833,21306163.29,19356386.97,1077224.099,1164236648,1928965.719,20435244.54,18547445.17,1034059.755,1118416696,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,104.822,105.361,105.846,106.31,106.766,105.821,Gravity database,NA,3092178.771,3202234.637,3310055.866,2496648.045,3025279.33,4,gdp_2017; gdp_2018; gdp_2019; gdp_2020,NA,3027691.1,3060694.966,3107444.303,2315262.891,2877773.315,NA,NA,5.6,6.8,7.2,6.2,13.6,1.068178808,0.589551015,0.612932997,1.025449041,1.34188568,0.622909166,0.312119811,0.315690194,0.572435865,0.555050505,0.628858287,0.310507,0.313721566,0.574732209,0.521549864,1463908.172,19043978.78,15076938.57,718900.1759,908339142.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,NA,9,53,NA,65,Global Airport Database,7741220,the Food and Agriculture Organization (FAO) of the United Nations,66,Maritime Safety Information,2332800,2307750,25050,21.73642491,481.4336926,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,24195.7,24590.33,24979.23,25357.17,25670.05,7681174.603,7684478.125,7685916.923,7683990.909,7685643.713,3.15,3.2,3.25,3.3,3.34,24958.496,7684240.855,3.248,World Trade Organization,102813444.1,271509481.2,860005452.5,294888776.3,2.17042E+11,98474992.85,260580467.3,825349018.5,282541305.7,2.0824E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,24127.159,24601.86,24982.689,25365.746,25693.268,24954.1444,Gravity database,1204616430,1326882872,1428529571,1391952510,1327836171,1335963511,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,1204616430,1299210608,1365388163,1306749818,1231366919,1281466388,no,https://wikimili.com/en/Island_country,46.4,72.4,76.8,94.2,211.6,2.394242191,2.555757345,2.433927522,3.072672386,3.007581067,0.880142575,0.863898607,0.860086217,0.921750593,0.898076502,0.624434166,0.596937202,0.560870227,0.676045016,0.561669141,90018018.92,259730762.6,817418997.5,281181182.4,1.98026E+11,73,3450.077977,227.1032983,63.35683286,5377.121931,264.5076278,104.501321,422.9331399,17.615715,10.74094253,-4.556379654,-2.123350057,-3.830621759,1,1,1,999
Austria,Austria,AT,AUT,40,ISO 3166-2:AT,Europe,Western Europe,NA,150,155,NA,85,Global Airport Database,83879,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332441,359,6.200902895,1067.43454,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,8736.49,8797.5,8840.51,8879.94,8907.78,82520.92189,82520.40146,82521.32923,82519.65431,82517.64706,105.87,106.61,107.13,107.61,107.95,8832.444,82519.99079,107.034,World Trade Organization,404197885.8,688885689.8,1260798107,529818944.4,1.68378E+11,387491809.3,660762607.6,1208751079,507411270.8,1.61501E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,8747.358,8797.566,8840.521,8879.92,8916.864,8836.4458,Gravity database,386427781.1,417261151.8,455168151.9,445011872.7,433258467.7,427425485.1,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,386427781.1,408559132.4,435049591.7,417772286.9,401781602.4,409918078.9,no,NA,69,112.8,131,100.4,211.6,1.365449377,2.510168736,3.087277403,2.648667378,2.84190192,0.606875899,0.863554901,0.915945636,0.875250262,0.84574257,0.322615219,0.531253417,0.63327176,0.574697952,0.530738423,387466262.7,660751051.9,1208747560,507130808.7,1.57192E+11,15,1418.257152,213.6157227,116.0007702,1667.64724,273.3491088,173.2670123,305.9612293,42.63306023,33.17088584,-0.815103563,-1.401104819,-1.726400747,0.773,1,0.974,999
Azerbaijan,Azerbaijan,AZ,AZE,31,ISO 3166-2:AZ,Asia,Western Asia,NA,142,145,NA,NA,NA,86600,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332477,323,11.9005759,457.0154799,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,9976.25,10071.57,10152.52,10232.75,10284.95,82660.12097,82655.47805,82655.0517,82655.49273,82656.5137,120.69,121.85,122.83,123.8,124.43,10143.608,82656.53143,122.72,World Trade Organization,23033318.82,64899505.82,101129128.9,36049703.73,10616249775,22068917.3,62156538,96524274.66,34470585.35,10155343203,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,9762.274,9854.033,9939.771,10024.283,10093.121,9934.6964,Gravity database,37847715.84,40865558.91,47112941.18,48174235.29,42693000,43338690.24,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,37847715.84,40013303.95,45030535.93,45225446.06,39591290.73,41541658.5,no,NA,58.8,43.6,66.4,55.8,168.6,2.114572738,1.793752511,2.316759691,2.45240764,3.126950813,0.807088711,0.744132682,0.838681273,0.849272168,0.920985704,0.518860594,0.476258106,0.552245112,0.609904063,0.609856343,22065066.48,61933606.79,92733602.35,34340255.63,10131520131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahamas,Bahamas,BS,BHS,44,ISO 3166-2:BS,Americas,Latin America and the Caribbean,Caribbean,19,419,29,48,Global Airport Database,13880,the Food and Agriculture Organization (FAO) of the United Nations,6,Maritime Safety Information,2332800,2332759,41,25.12280739,1144.243902,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,395.98,399.02,401.91,404.56,406.47,5358.322057,5358.130791,5358.085589,5357.700967,5358.159768,73.9,74.47,75.00999999,75.51,75.86,401.588,5358.079834,74.95,World Trade Organization,11271823.04,50739295,39468319.8,1800738.102,3091549381,10857768.21,48777646.86,37934601.32,1729548.547,2973203738,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,391.232,381.749,385.635,389.486,393.248,388.27,Gravity database,9047000.064,12357600,12755800,13192800,9699500,11410540.01,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,9047000.064,12099881.12,12191990.05,12385256.58,8994817.052,10943788.98,yes,https://wikimili.com/en/List_of_island_countries,11,20.4,20.4,12.8,106.2,0.168156738,0.405573394,0.138862854,0.561365098,0.905954509,0.064119583,0.160569517,0.043145373,0.239803769,0.275842344,0.062205493,0.143081348,0.045305614,0.221445544,0.194180946,10819236.93,48721840.11,37897797.56,1614983.166,2880825000,45,3952.395279,288.1364229,111.5632265,3918.618539,271.0369626,127.2745963,411.4943701,24.67805036,15.7919649,0.082083115,0.692901589,-0.994896451,0.514,0.205,0.827,999
Bahrain,Bahrain,BH,BHR,48,ISO 3166-2:BH,Asia,Western Asia,NA,142,145,NA,2,Global Airport Database,785,the Food and Agriculture Organization (FAO) of the United Nations,4,Maritime Safety Information,2332800,2332798,2,26.29973984,79.5,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,1409.66,1456.83,1487.34,1494.19,1477.47,783.0008943,782.9977749,783.0000948,782.9994393,783.0020192,1800.33,1860.58,1899.54,1908.29,1886.93,1465.098,783.0000445,1871.134,World Trade Organization,11250437.52,116918118.8,172704731.3,11450432.29,17356734350,10780787.88,112348912.7,165810065.7,10995130.61,16649936499,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,1425.171,1494.077,1569.44,1641.164,1701.583,1566.287,Gravity database,31858509.82,35473776.6,37802005.32,38653318.09,34723357.45,35702193.45,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,31858509.82,34733967.74,36131146.06,36287312.95,32200654.43,34242318.2,yes,https://wikimili.com/en/Island_country,67,102.2,116.8,74.2,202.6,2.461863684,2.85910267,3.183903292,2.727878082,2.914301573,0.856130418,0.914052429,0.933678841,0.898303878,0.881696191,0.586010011,0.617994016,0.669004526,0.633471262,0.548710002,10741075.68,112343172.1,165736236.6,10952690.72,16454907389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,Bangladesh,BD,BGD,50,ISO 3166-2:BD,Asia,Southern Asia,NA,142,34,NA,13,Global Airport Database,147570,the Food and Agriculture Organization (FAO) of the United Nations,2,Maritime Safety Information,2332800,2332342,458,25.38759172,2312.460699,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,159784.57,161793.96,163683.96,165516.22,167420.95,130169.6687,130170.3703,130170.3116,130169.8885,130170.1564,1227.51,1242.94,1257.46,1271.54,1286.17,163639.932,130170.0791,1257.124,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,162951.553,159685.425,161376.709,163046.173,164689.377,162349.8474,Gravity database,221415276.5,293754646.2,321379023.6,351238438.5,373902134.7,312337903.9,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,221415276.5,287628366.2,307173980.4,329738810.8,346737594.4,298538805.7,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barbados,Barbados,BB,BRB,52,ISO 3166-2:BB,Americas,Latin America and the Caribbean,Caribbean,19,419,29,1,Global Airport Database,430,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332798,2,26.45750618,1585,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,278.65,279.19,279.69,280.18,280.69,430.0021604,430.0060067,430.0012299,430.0009208,429.9983149,648.02,649.2700001,650.4400001,651.5800001,652.77,279.68,430.0017265,650.416,World Trade Organization,804904.9,16135598.1,18080381.3,12908299.7,1580486906,773512.1132,15488955.13,17345487.16,12406997.51,1518511423,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,284.996,286.229,286.64,287.021,287.371,286.4514,Gravity database,4587550.208,4981588.9,5097283.213,5304164.323,4689534.962,4932024.321,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,4587550.208,4877697.408,4871981.862,4979491.549,4348833.346,4733110.875,yes,https://wikimili.com/en/List_of_island_countries,11.8,39,42.2,37.8,163.6,1.205334288,1.180279002,1.429330713,0.375437722,2.512491209,0.638813071,0.521092799,0.514374079,0.111315201,0.804300401,0.48919206,0.327321216,0.38157728,0.104102132,0.493173196,770230.283,15488956.93,17338053.95,12403051.32,1507762177,6,1006.999764,250.1577184,238.5915692,760.8083035,270.4043734,213.4546259,196.9892706,65.38234884,49.60702406,1.249770913,-0.309665458,0.506721452,0.168,0.413,0.241,999
Belarus,Belarus,BY,BLR,112,ISO 3166-2:BY,Europe,Eastern Europe,NA,150,151,NA,NA,NA,207610,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2331785,1015,5.995173088,627.2482759,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,9708.11,9707.88,9695.57,9673.97,9633.74,202928.7207,202923.913,202921.0967,202893.6661,202901.011,47.84000001,47.84000001,47.78,47.68,47.47999999,9683.854,202913.6815,47.724,World Trade Organization,333057880,331758440,789572520,275067720,34499551420,316486659.9,322062165.6,763444629.4,260735401.9,33057819086,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,9507.12,9458.989,9438.785,9419.758,9379.952,9440.9208,Gravity database,47433441.28,54726595.25,60031262.27,64409647.19,61489588.9,57618106.98,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,47433441.28,53585267.1,57377863.6,60467073.48,57022279.78,55177185.05,no,NA,63.2,67.8,92,63.2,177.2,1.862438255,2.550695069,2.932769416,1.66046871,2.089399228,0.7807307,0.868622569,0.897448428,0.686412894,0.666132385,0.450053984,0.605710057,0.649199766,0.401516978,0.403612375,316467160.3,322062165.6,763434387.4,260669019.1,32093792746,42,2683.61011,216.856159,69.59721007,3710.171677,271.8970561,128.9215673,392.5818832,24.47916897,16.65394806,-2.614897963,-2.24847899,-3.562179795,0.998,1,1,999
Belgium,Belgium,BE,BEL,56,ISO 3166-2:BE,Europe,Western Europe,NA,150,155,NA,37,Global Airport Database,30530,the Food and Agriculture Organization (FAO) of the United Nations,7,Maritime Safety Information,2332800,2332660,140,9.687674226,841.2071429,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,11316.84,11384.49,11448.6,11510.57,11561.72,30278.36045,30277.89894,30277.68962,30278.22496,30278.17206,373.7599999,376,378.12,380.16,381.85,11444.444,30278.06921,377.978,World Trade Organization,373962352.1,2069496306,2192592832,1601687170,3.07186E+11,358908180.2,1985841298,2106069997,1539084151,2.94726E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,11348.159,11375.158,11427.054,11488.98,11544.241,11436.7184,Gravity database,466365743.1,502764720.6,543347368,535376258.1,521676942.1,513906206.4,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,466365743.1,492279516.4,519331261.6,502605385.2,483776344.6,492871650.2,NA,NA,58.4,97.2,107.6,93.6,219.8,0.986837983,1.939819185,2.545940719,2.512055591,3.080280307,0.363191763,0.765797965,0.864264563,0.881035126,0.911620775,0.242707813,0.423898246,0.544345238,0.553418922,0.571207571,357750121.4,1985833865,2105863256,1538471524,2.93109E+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,Belize,BZ,BLZ,84,ISO 3166-2:BZ,Americas,Latin America and the Caribbean,Central America,19,419,13,1,Global Airport Database,22970,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332734,66,25.07666828,2033.924242,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,367.31,374.69,382.07,389.1,394.92,22814.28571,22805.23433,22810.14925,22807.7374,22814.55806,16.1,16.43,16.75,17.06,17.31,381.618,22810.39295,16.73,World Trade Organization,273302.007,2978103.319,828981.445,1787331.754,919272902.1,261255.6207,2855975.126,800317.8988,1717332.43,883491381.7,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,366.954,375.775,383.071,390.351,397.621,382.7544,Gravity database,1765256.448,1844906.693,1887465.218,1945250.236,1585631.67,1805702.053,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,1765256.448,1806430.995,1804038.725,1826179.681,1470433.196,1734467.809,no,NA,5.8,8.8,9.2,17.6,109,0.970904735,1.206930857,0.578866693,1.552440903,2.295716405,0.514540653,0.602082789,0.346725177,0.705475138,0.788585145,0.556220323,0.568274028,0.263600536,0.541725067,0.489452196,257591.5067,2853993.684,800047.7276,1715213.304,861445256.5,9,1262.659956,249.3990624,191.0540599,1067.656483,268.34343,192.6445066,236.7158128,52.59313783,42.15247562,0.82378727,-0.360206073,-0.037730802,0.223,0.399,0.474,999
Benin,Benin,BJ,BEN,204,ISO 3166-2:BJ,Africa,Sub-Saharan Africa,Western Africa,2,202,11,9,Global Airport Database,114760,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332464,336,27.17272147,1035.973214,WorldClim_v2.1 10 mins,yes,1996,World Trade Organization,11260.09,11596.78,11940.68,12290.44,12643.12,112758.7623,112754.3024,112754.2965,112756.3303,112764.1812,99.85999997,102.85,105.9,109,112.12,11946.222,112757.5745,105.946,World Trade Organization,13615.2318,2761398.105,1522113.288,760217.121,2936073539,13144.67917,2651905.728,1460256.778,729883.4756,2818922412,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,10872.298,11175.192,11485.035,11801.151,12123.198,11491.3748,Gravity database,8583031.296,12701654.74,14262407.01,14391686.63,15651545.33,13118065,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,8583031.296,12436760.57,13632004.61,13510758.26,14514437.53,12535398.46,no,NA,5,20.8,20.4,15.8,138.4,0.652513872,1.989565095,1.659769907,1.405845446,3.213389183,0.338524234,0.8168709,0.746602235,0.645933302,0.934906291,0.435448319,0.656942122,0.553963311,0.520748875,0.652114535,13144.67916,2648799.819,1460256.778,729883.4769,2803089042,7,973.325791,230.4128744,172.2273026,857.1563532,266.5502705,203.9923819,212.6868487,59.18468285,47.6949658,0.546199441,-0.610586969,-0.666004866,0.181,0.859,0.744,999
Bermuda,Bermuda,BM,BMU,60,ISO 3166-2:BM,Americas,Northern America,NA,19,21,NA,NA,NA,4290,the Food and Agriculture Organization (FAO) of the United Nations,4,Maritime Safety Information,2332800,2332800,0,NA,NA,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,63.07,63.28,63.57,63.81,64.03,54.00152406,54.00423295,53.99918453,53.99893373,53.99957833,1167.93,1171.76,1177.24,1181.69,1185.75,63.552,54.00069072,1176.874,World Trade Organization,1264717.682,12779026.44,15786148.77,1126009.202,1028273455,1217561.788,12257282.73,15147058.7,1075577.36,987498719.2,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,65.331,63.873,63.918,63.911,63.893,64.1852,Gravity database,NA,7142316,7225977,7423465,6881662,7168355,4,gdp_2017; gdp_2018; gdp_2019; gdp_2020,NA,6993362.347,6906586.785,6969067.883,6381699.129,6812679.036,NA,NA,10.6,25.4,30.6,20.8,166.2,0.504514193,0.162716613,0.070724586,0.243217724,1.448859682,0.26827261,0.051537283,0.019051231,0.090406079,0.500874215,0.217235336,0.051047501,0.020767178,0.079421119,0.283511673,1217561.788,12257260.73,15146994.9,1075430.038,982151966.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhutan,Bhutan,BT,BTN,64,ISO 3166-2:BT,Asia,Southern Asia,NA,142,34,NA,2,Global Airport Database,38390,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332674,126,10.56467389,1399.357143,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,749.76,756.12,762.1,767.46,772.51,38390.16897,38401.21889,38392.9471,38392.1961,38395.12922,19.53,19.69,19.85,19.99,20.12,761.59,38394.33206,19.836,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,797.765,745.563,754.396,763.094,771.612,766.486,Gravity database,2236933.12,2450364.928,2446866.405,2535657.069,2315436.303,2397051.565,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,2236933.12,2399262.344,2338714.222,2380447.169,2147216.448,2300514.661,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bolivia (Plurinational State of),Bolivia (Plurinational State of),BO,BOL,68,ISO 3166-2:BO,Americas,Latin America and the Caribbean,South America,19,419,5,180,Global Airport Database,1098580,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2329499,3301,20.8667497,1156.970615,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,11263.02,11435.53,11606.91,11777.32,11936.16,1082982.692,1082910.038,1083745.098,1083470.101,1083136.116,10.4,10.56,10.71,10.87,11.02,11603.788,1083248.809,10.712,World Trade Organization,1512095.664,3592254.826,22428041.61,22287161.5,8974268370,1449445.452,3450887.627,21516126.96,21425230.67,8623134434,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,10887.882,11192.853,11353.14,11513.102,11673.029,11324.0012,Gravity database,33806395.39,37508642.17,40287647.93,40895322.85,36629843.81,37825570.43,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,33806395.39,36726396.01,38506922.57,38392082.54,33968631.75,36280085.65,no,NA,8.6,17.6,17.2,32.6,186.6,0.990203892,0.914719354,1.118445913,1.74619576,2.786534291,0.470742351,0.448752304,0.602622975,0.719552406,0.894452071,0.461726101,0.321570399,0.396300677,0.503165373,0.53300046,1449445.452,3450887.627,21516126.96,21186202.86,8576966358,37,2852.123709,271.0064186,93.61410638,3370.455456,272.0503183,133.9695022,376.7500699,26.42685978,17.568514,-1.375797348,-0.039501467,-2.297029554,0.91,0.442,0.994,999
"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",BQ,BES,535,ISO 3166-2:BQ,Americas,Latin America and the Caribbean,Caribbean,19,419,29,2,Global Airport Database,NA,NA,4,Maritime Safety Information,2332800,2332798,2,28.18072891,511.5,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,23.77,24.37,24.97,25.57,26.15,327.9977922,328.038767,327.9915933,327.9887122,327.9408076,72.47,74.29,76.13000001,77.95999999,79.74000001,24.966,327.9915345,76.118,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
